playerid,touchdowns,points,fumbles,first,last,team,height,weight,birthdate,birthplace,position
7281,0,0,0,Andrew,Lue,Montreal Alouettes,6.02,210,33680,"Markham, ON",OG
7283,0,0,0,James,Tuck,Montreal Alouettes,6,230,33036,"Aurora, ON",WR
7289,1,6,0,Jean-Christophe,Beaulieu,Montreal Alouettes,6.03,220,32999,"Trois-Rivières, QC",RB
7291,0,0,0,MacKenzie,Sarro,NULL,6.4,245,33424,"Calgary, AB",WR
7293,0,0,0,Robert,Godhigh,NULL,5.07,190,33426,"Acworth, GA",OG
7295,0,0,0,Dominique,Ellis,Montreal Alouettes,5.11,195,32745,"Union, GA",K
7297,0,0,0,Preston,Cleckley,NULL,5.08,170,33050,"Delray Beach, FL",WR
7299,0,0,0,Martel ,Moore,NULL,6,183,33179,"San Antonio, TX",DB
7301,0,0,0,Brandon,Driver,NULL,6,185,32029,"Baltimore, MD",WR
7307,0,0,0,Gabriel,Knapton,Montreal Alouettes,6.03,263,32638,"Mead, CO",DB
7315,0,0,0,Brian,Brikowski,NULL,6.04,265,32550,"Freehold Township, NJ",K
7333,1,6,0,Jamill,Smith,NULL,5.06,155,33292,"Muncie, IN",WR
7335,0,0,0,Marlon,Smith,Ottawa Redblacks,6.06,240,32760,"San Antonio, Texas",DB
7339,0,0,0,Dexter,Davis,NULL,6.01,244,31726,"Greensboro, NC",OL
7353,10,62,7,Anthony ,Allen,Saskatchewan Roughriders,6.01,220,32361,"Tampa, FL",RB
7357,0,0,0,Keola,Antolin,BC Lions,5.07,196,32887,"Honolulu, HI",DB
7371,0,0,0,Mike,Dubuisson,Edmonton Eskimos,6.03,220,33511,"Montreal, QC",OL
7381,0,0,0,LeQuan,Lewis,Calgary Stampeders,5.11,190,32556,"Los Angeles, CA",WR
7385,0,0,0,Dan,DePalma,Calgary Stampeders,5.11,192,31249,0,OL
7395,0,0,0,Tristan,Okpalaugo,Toronto Argonauts,6.05,258,32791,"Livermore, CA",OLB
7399,8,48,3,Kendial,Lawrence,Edmonton Eskimos,5.09,195,33341,"Rockwall, TX",DB
7401,0,0,0,Colin,Kelly,Ottawa Redblacks,6.05,298,32871,"Kelso, Washington",OG
7403,0,0,0,Troy,Stoudermire   ,Winnipeg Blue Bombers,5.1,189,32964,"Dallas, TX",WR
7425,0,0,0,Jake,Olson,Hamilton Tigercats,6.08,315,32558,"Hartford, WI.",QB
7431,0,0,0,Kyler,Elsworth,Montreal Alouettes,6.01,225,33478,"Goodrich, MI",DB
7435,3,18,0,Brett,Smith,Saskatchewan Roughriders,6.03,206,33763,"Salem, OR",DL
7451,0,0,0,James,Rodgers,Montreal Alouettes,5.07,185,32497,"Richmond, TX",RB
7463,0,0,0,Tory,Harrison,Calgary Stampeders,6.01,196,32124,"Leesburg, FL",WR
7473,0,0,0,LaVon,Brazill,Calgary Stampeders,5.11,191,32582,"Lake Worth, FL",WR
7477,0,0,0,Isaiah,Williams,NULL,6.03,200,31807,"Montclair, NJ",DB
7481,0,0,0,Logan,Kilgore,Toronto Argonauts,6.02,208,33017,"Sacramento, CA",RB
7485,0,0,0,Frank,Beltre,Calgary Stampeders,6.02,240,32901,"Azua, DR",DB
7491,0,0,0,Julian,Posey,Winnipeg Blue Bombers,5.11,187,32341,"San Francisco, CA.",DL
7497,0,0,0,Brandon,McDonald,Ottawa Redblacks,5.11,185,31285,"Collins, Mississippi",K
7499,0,0,0,David ,Hinds,Ottawa Redblacks,6.02,234,32929,"Miami, FL",WR
7507,0,0,0,Steven,Clarke,BC Lions,5.1,195,33347,"Lauderdale Lakes, FL",OG
7513,0,0,0,Bradley,Randle,NULL,5.07,190,33133,"Anaheim, CA",DB
7523,0,0,0,Adrian,Tracy,Hamilton Tigercats,6.03,248,31995,"Fairfax, VA. ",DB
7533,0,0,0,Euclid,Cummings,Toronto Argonauts,6.03,281,33364,"Atlanta, GA",OG
7543,1,6,0,Chris,Rainey,NULL,5.08,190,32204,"Lakeland, FL",DB
7551,0,0,0,Dan ,Buckner,Calgary Stampeders,6.04,215,33024,"Allen, Texas",OG
7555,0,0,0,Justin,Cudworth,Ottawa Redblacks,5.11,227,33243,"Monte Nido, California",OLB
7573,1,6,0,John,Ojo,Edmonton Eskimos,6.03,205,32934,"Tallahassee, Florida",OLB
7583,0,0,0,Corvey,Irvin,Montreal Alouettes,6.02,295,31170,"Augusta, GA",RB
7595,0,0,0,Dan,Molls,Hamilton Tigercats,6,238,33281,"North Royalton, OH ",WR
7599,0,0,0,Kashif,Moore,Toronto Argonauts,5.09,183,32468,"Burlington, NJ",OG
7617,0,0,0,Richie,Leone,BC Lions,6.03,215,33673,"Roswell, GA",OG
7623,3,22,0,Cameron,Marshall,Winnipeg Blue Bombers,5.11,211,33525,"San Jose, CA",DB
7625,0,0,0,Deantre,Harlan,Winnipeg Blue Bombers,6.04,288,33227,"Everman, TX",RB
7627,0,0,1,Steven,Miller,Saskatchewan Roughriders,5.07,172,33320,"Plainfield, NJ",DB
7631,0,0,0,Torrance,Hunt,NULL,5.07,182,33266,"Durham, North Carolina",OG
7639,0,0,0,Diontae,Spencer,Toronto Argonauts,5.08,163,33682,"New Iberia, LA",K
7641,0,0,0,Devin,Smith,Toronto Argonauts,5.1,193,33093,"Coppell, TX",QB
7643,0,0,0,Travis,Hawkins,Toronto Argonauts,5.09,191,33287,"Rockville, MD",OL
7645,0,0,0,Kevin,Malcolm,Ottawa Redblacks,5.11,230,33434,"Hamilton, Ontario",DB
7647,2,12,0,Jordan,Lynch,Edmonton Eskimos,6,216,33149,"Chicago, IL",OG
7655,2,12,0,Jeff,Mathews,Hamilton Tigercats,6.04,224,33475,"Camarillo, CA",QB
7657,0,0,0,Cory,Henry,NULL,6.03,238,33049,"Opa Locka, Florida",QB
7663,2,14,0,Austin ,Collie,BC Lions,6,204,31362,"Hamilton, ON",WR
7665,0,0,0,Lanear,Sampson,Calgary Stampeders,5.11,205,33071,"Dallas, Texas",DB
7673,0,0,0,Demetrius,Wright,NULL,6.01,199,33591,"Corona, California",WR
7675,0,0,0,Toney,Clemons,NULL,6.02,210,32427,"Pittsburgh, Pennsylvania",DB
7679,0,0,0,Tracy,Robertson,Toronto Argonauts,6.04,317,32777,"Houston, Texas",OG
7683,1,6,0,Johnny ,Adams,Winnipeg Blue Bombers,5.11,190,32668,"Akron, Ohio",DB
7689,0,0,0,Fred,Gaines,NULL,5.11,202,33299,"Fresno, California",WR
7695,0,0,0,Denton,Kolodzinski,NULL,6.01,220,33727,"Regina, SK",WR
7697,0,0,0,Eric,Page,NULL,5.1,180,33504,"Toledo, OH",WR
7699,0,0,0,Brock,Jensen,Ottawa Redblacks,6.03,225,33135,"Waupaca, Wisconsin",WR
7707,0,37,1,Boris,Bede,Montreal Alouettes,6.04,225,32832,"Toulon, France",OLB
7709,0,0,0,Greg ,McGhee,BC Lions,6.03,208,33930,"Pittsburgh, PA",OG
7715,0,0,0,Rodney,Lamar,NULL,6.01,225,33309,"Pompano Beach, Florida",OG
7717,0,0,0,Khalil,Bass,Winnipeg Blue Bombers,6.02,221,33026,"Encino, California",WR
7721,0,0,0,Dominique,Davis,Winnipeg Blue Bombers,6.03,210,32706,"Lakeland, FL",DB
7723,1,6,0,Cody ,Hoffman,Montreal Alouettes,6.04,210,33310,"Crescent City, CA",K
7727,0,0,0,Eric,Harper,NULL,6.03,238,32079,"Marrero, Louisiana",DB
7731,0,0,0,Zach,Minter,BC Lions,6.01,307,33183,"Glendale, AZ",WR
7739,0,0,0,Akeem,Shavers,Calgary Stampeders,5.11,203,32881,"Texarkana, Texas",WR
7749,0,0,0,Greg,Hardin,NULL,5.11,175,33120,"Bellevue, OR",RB
7751,0,0,0,Naaman,Roosevelt,Saskatchewan Roughriders,6.01,195,32135,"Bellevue, OR",K
7753,1,6,0,Vidal,Hazelton,Toronto Argonauts,6.03,212,32171,"New York, New York",WR
7773,0,0,0,Brendan,Bigelow,Calgary Stampeders,5.1,180,33797,"Fresno, CA ",DL
7781,0,0,0,Jacob,Lacey,Calgary Stampeders,5.11,176,31925,"Columbus, Ohio",K
7787,0,0,0,Chase,Baker,Calgary Stampeders,6.02,300,32284,"Rocklin, California",DB
7789,0,0,0,Cameron,Morrah,BC Lions,6.03,250,31854,"Pomona, CA",WR
7791,0,0,0,Tiquan,Underwood,Hamilton Tigercats,6.02,185,31825,"New Brunswick, NJ",DT
7793,1,6,1,Terrence,Toliver,Hamilton Tigercats,6.05,203,32270,"Hempstead, TX",OG
7799,3,20,0,Kevin,Elliott,Toronto Argonauts,6.03,213,32498,"Fayetteville, NC",RB
7803,0,0,0,Da'Rel,Scott,Winnipeg Blue Bombers,5.11,211,32289,"Conshohocken, PA",OG
7805,0,0,0,Derrell,Johnson,Winnipeg Blue Bombers,6.02,255,32959,"Baltimore, Maryland",OG
7807,0,0,0,Jordan,Reaves,NULL,6.05,220,32898,"Winnipeg, Manitoba",DT
7809,0,0,0,Jonathon,Jennings,BC Lions,6,195,33806,"Columbus, OH",OG
7811,0,0,0,Nate ,Collins,Winnipeg Blue Bombers,6.02,294,32125,"White Plains, NY",DB
7815,2,12,0,A.C.,Leonard,BC Lions,6.02,252,33618,"Palatka, FL",DL
7831,0,0,0,Jhomo,Gordon,Winnipeg Blue Bombers,6.01,195,34283,"Palm Bay, Florida",DT
7835,0,0,0,Carlos,Anderson,NULL,5.08,180,33078,"Blue Springs, MO",WR
7841,0,0,0,Ja-Mes,Logan,NULL,6.03,190,32782,"Houston, Texas",WR
7843,0,0,0,Anthony,Santella,NULL,6.02,190,32208,"Wauconda, Illinois",DB
7851,0,0,0,Larry,King,NULL,6.01,210,42260,"South Bend, IN.",WR
7853,0,0,0,Deon,Anthony,NULL,5.11,214,33150,"New Iberia, La",WR
7861,0,0,0,James,Franklin,Edmonton Eskimos,6.02,225,33442,"Oklahoma City, OK",RB
7865,0,0,0,Etauj,Allen,NULL,5.09,185,33127,"San Antonio, TX",WR
7867,0,0,3,Shakir,Bell,Edmonton Eskimos,5.08,185,33704,"Indianapolis, IN",DT
7869,0,0,0,Bryant,Mitchell,NULL,6.02,182,33832,"San Diego, CA",DB
7871,0,0,0,Derel,Walker,Edmonton Eskimos,6.02,185,33418,"Hillsboro, TX",DB
7875,0,0,0,Alex,Carroll,Saskatchewan Roughriders,5.11,195,33681,Victoria BC,DB
7881,0,0,0,Craig,Roh,BC Lions,6.05,265,33263,"Scottsdale, AZ",DB
7883,0,0,0,Alex,King,Calgary Stampeders,6.04,240,32763,"Rancho Cordova, CA",DB
7885,0,0,0,Michael,Brooks,BC Lions,6.03,275,33478,"Durham, NC",DB
7887,0,0,0,Forrest,Hightower,Ottawa Redblacks,5.1,186,33678,"Concord, California",DB
7889,0,0,0,Tommie,Draheim,BC Lions,6.04,300,32500,"Kennewick, WA",DB
7895,0,0,0,Darwin,Cook,NULL,5.1,202,33436,0,DB
7899,0,0,0,Junior,Mertile,Saskatchewan Roughriders,5.11,193,32807,"Opelika, AL",OG
7901,0,0,0,Marrio,Norman,NULL,6,200,31634,"Greenwood, SC",DB
7903,0,0,0,Jamaal,Westerman,Winnipeg Blue Bombers,6.03,249,31099,"Brooklyn, New York",DB
7907,0,0,0,Telvion,Clark,Saskatchewan Roughriders,6.01,235,33141,"Greensboro, NC",DB
7909,0,0,0,Jeff,Knox Jr.,Saskatchewan Roughriders,6.02,225,33656,"Pittsburgh, PA",DT
7921,0,0,0,Ese,Mrabure-Ajufo,BC Lions,6.02,250,33943,"Mississauga, ON",DL
7923,0,0,0,Adrian,Clarke,BC Lions,6.03,235,33428,"Mississauga, ON",NA
7925,0,0,1,Shaquille,Murray-Lawrence,BC Lions,5.08,193,34272,"Scarborough, ON",OL
7931,0,0,0,Maxx,Forde,BC Lions,6.05,272,33923,"New Orleans, LA",DT
7933,0,0,0,Sukh,Chungh,Winnipeg Blue Bombers,6.04,300,33667,"Port Coquitlam, BC",OLB
7937,0,0,0,Lyle,McCombs,NULL,5.08,175,33706,"Staten Island, New York",DT
7941,0,0,0,Martez,Wilson,Toronto Argonauts,6.04,242,32407,"Chicago, Illinois",OG
7943,0,0,0,Jeremiah,Johnson,Calgary Stampeders,5.11,195,33841,"Forestville, MD",OG
7945,0,0,0,Sammy,Brown,NULL,6.02,240,32980,"Hattiesburg, MS",OG
7947,0,0,0,Andrew,Muzljakovich,NULL,5.11,212,33804,"Vicksburg, Michigan",OG
7949,0,0,0,Brian,Rolle,Toronto Argonauts,5.1,241,32467,"Columbus, Ohio",OG
7951,0,0,0,Derrick,Morgan,Calgary Stampeders,5.11,210,32937,"Germantown, MD",OG
7953,0,0,0,Cody,Acker,Calgary Stampeders,6.01,220,34143,"Landover , MD",OG
7955,0,0,0,Cory,Mitchell,Calgary Stampeders,6.02,195,32123,"Houston, TX",WR
7957,0,0,0,Derrick,Joseph,Calgary Stampeders,5.08,145,33605,"Washington, DC",WR
7959,0,0,0,Matt ,Acree,Ottawa Redblacks,6.03,295,33654,"Shawnee, Kansas",WR
7961,0,0,0,John,Stevenson,Calgary Stampeders,5.11,197,32760,"Stone Mountain, Georgia",WR
7963,0,0,0,Jacques,Washington,Ottawa Redblacks,6.01,220,33266,"Owasso, Oklahoma",DB
7967,0,0,0,Devin,Wilson,Saskatchewan Roughriders,6.02,205,33159,"Nashville, TN",WR
7969,0,0,0,Eric,Thomas,NULL,6.01,225,33553,"Shreveport, LA",WR
7971,0,0,0,Jestin,Love,NULL,6,207,33342,"West Memphis, AK",WR
7973,0,0,0,Keith,Reynolds,NULL,6,206,33333,"Memphis, TN",RB
7975,0,0,0,Denicos,Allen,NULL,5.11,220,33094,"Hamilton, OH",WR
7977,0,0,0,Alex,Tillman,BC Lions,5.1,190,33387,"Houston, TX",C
7985,0,0,0,Rickey,Galvin,Calgary Stampeders,5.08,175,33600,"Oakland, CA",OL
7987,0,0,0,Tim ,Jackson,Calgary Stampeders,6.04,290,33535,"St. Petersburg, FL",OG
7989,0,0,0,Andre,Monroe,Calgary Stampeders,5.11,285,33658,"Washington, DC",C
7991,0,0,0,Brendan,Morgan,Winnipeg Blue Bombers,6,192,34240,"Pickering, ON",OL
7995,0,0,0,Jamarkus,McFarland,BC Lions,6.02,305,33203,"Lufkin, TX",OL
8001,0,0,0,Kenny,Shaw,Toronto Argonauts,6,171,33618,"Orlando, Florida",OL
8003,0,0,0,Akwasi,Owusu-Ansah,Toronto Argonauts,6.01,209,32346,"Gainsville, Florida",OL
8005,0,0,0,Chris,Normand,Winnipeg Blue Bombers,6.02,239,33528,"Bromont, QC",WR
8007,0,0,0,Ettore ,Lattanzio,Ottawa Redblacks,6,252,33234,"Ottawa, ON",RB
8009,0,0,0,Justin ,Veltung,Winnipeg Blue Bombers,5.11,178,33487,"Puyallup, WA",RB
8011,0,0,0,Curtis,Taylor,NULL,6.02,210,31241,"Bogalusa, LA",RB
8023,0,0,0,Kevin,Bradfield,Toronto Argonauts,6.01,190,34047,"Toronto, ON",WR
8037,0,0,0,Jake,Harty,Ottawa Redblacks,6.02,210,33240,"Calgary, AB",RB
8041,0,0,0,Jefferson,Court,NULL,6.03,238,33001,"Sandy, Utah",OG
8045,0,0,0,Greg,Wilson,Calgary Stampeders,6.02,205,33130,"Danville, CA",OG
8051,0,0,0,Royce,Adams,Calgary Stampeders,6,190,32266,"Cleveland, OH",DL
8053,0,0,0,Tevaughn,Campbell,Calgary Stampeders,6,185,34134,"Toronto, ON",DB
8057,0,0,0,Andrew,Buckley,Calgary Stampeders,6,201,34201,"Calgary, AB",OG
8059,0,0,0,Dexter,Janke,Calgary Stampeders,6,220,33881,"Edmonton, AB",DT
8061,0,0,0,Kienan,Lafrance,Ottawa Redblacks,5.1,210,33374,"Winnipeg, MB",QB
8071,0,0,0,Nic,Demski,Saskatchewan Roughriders,6,215,34103,"Winnipeg, MB",K
8077,1,6,0,A.J.,Jefferson,Toronto Argonauts,6,190,32237,"Bakersfield, CA",WR
8079,0,0,1,Henry,Josey,Toronto Argonauts,5.09,186,33506,"Angleton, Texas",WR
8083,0,0,0,Anthony,Fera,BC Lions,6.02,207,33407,"Philadelphia, PA",WR
8085,0,0,0,Martin,Wright,Calgary Stampeders,6.03,246,32436,"Miami, FL",RB
8091,0,0,0,Adam ,Konar,Edmonton Eskimos,6.02,225,34252,"Vancouver, BC",WR
8093,0,0,0,Rory,Connop,Saskatchewan Roughriders,6.05,282,33234,"Edmonton, AB",WR
8097,0,0,0,Blair ,Smith,Edmonton Eskimos,6.02,230,33141,"Mississauga, ON",WR
8099,0,0,0,Matthew,Rea,Saskatchewan Roughriders,6.01,242,33567,"London, ON",WR
8103,0,0,0,Kwame,Adjei,NULL,6.01,205,34195,"Brampton, ON",OLB
8105,0,0,0,Denarius,Appling,NULL,5.07,155,33573,"Griffin, GA",OG
8109,0,0,0,Dawud,Lane,NULL,6.02,226,32588,"Montvale, NJ",WR
8113,0,0,0,Melvin,Abankwah,NULL,5.09,190,33291,"Etobicoke, ON",DL
8115,0,0,1,Skye,Dawson,Edmonton Eskimos,5.09,180,33209,"Mesquite, TX",OLB
8117,0,0,0,Brandon,Tennant,Saskatchewan Roughriders,6.02,305,33421,"Lachine, QC",QB
8121,0,0,0,Tim,Agbaje,Saskatchewan Roughriders,6.04,290,33009,"Edmonton, AB",DB
8125,0,0,0,Nehemie,Kankolongo,Saskatchewan Roughriders,5.11,205,33698,"Coqutlam, BC",WR
8127,0,0,0,Addison,Richards,Winnipeg Blue Bombers,6.04,212,34240,"Regina, SK",DB
8129,0,0,0,Garrett,Waggoner,Winnipeg Blue Bombers,6,220,33141,"Sarasota, FL",OLB
8131,0,0,0,Dominique ,Franks,NULL,6,200,32058,"Tulsa, OK",DT
8135,0,0,0,Shaquille ,Richardson,NULL,6.01,190,33684,"Carson, California",DB
8139,0,0,0,Jesse,Joseph,Montreal Alouettes,6.03,262,32388,"Laval, QC",RB
8141,0,0,0,Nicholas ,Shortill,Montreal Alouettes,6.02,223,33924,"Nobleton, ON",QB
8143,0,0,0,Brandon ,Bridge,Montreal Alouettes,6.05,235,33684,"Mississauga, ON",QB
8145,0,0,0,Mikhaïl ,Davidson,Montreal Alouettes,5.08,175,33500,Montréal,RB
8147,0,0,0,Anthony,Coady,Montreal Alouettes,5.1,190,33376,"Montréal, QC",OL
8151,0,0,0,Alex ,Charette,Montreal Alouettes,6.01,200,33612,"Saint-Catherines, ON",OL
8155,0,0,0,Daryl,Waud,Toronto Argonauts,6.05,290,34205,"Hamilton, ON",DB
8163,0,0,0,Garry,Williams,Calgary Stampeders,6.03,315,31644,"Atlanta, GA",OG
8165,0,0,0,Lemar,Durant,Calgary Stampeders,6.02,231,33836,"Vancouver, BC",QB
8167,0,0,0,Ciante,Evans,Calgary Stampeders,5.11,190,33891,"Arlington, TX",WR
8169,0,0,0,Jake,Doughty,Saskatchewan Roughriders,6,234,33436,"Salt Lake City, UT",DT
8171,0,0,0,Tyree,Hollins,Saskatchewan Roughriders,5.09,190,33141,"Monroe, LA",OLB
8179,0,0,0,Brandon,Sermons,Ottawa Redblacks,5.11,195,33390,"Bellflower, CA",OL
8185,0,0,0,Jean-Samuel,Blanc,Montreal Alouettes,6.01,245,33178,"Montréal, QC",OLB
8205,0,0,0,Mike,Willie,NULL,6.02,220,33041,"Compton, CA",DB
8207,0,0,0,Dontay,Moch,Calgary Stampeders,6.03,236,32343,"Phoenix, Arizona",RB
8209,0,0,0,Chris,Baker ,NULL,6.03,251,33395,"Greenville, MS",RB
8215,0,0,0,Deion,Belue,Edmonton Eskimos,5.11,183,33484,"Tuscombia, AL",OG
8217,0,0,0,Chandler ,Jones ,Montreal Alouettes,5.08,180,33570,"Los Angeles, CA",OL
8221,0,0,0,Johnathan,Bryant,NULL,5.09,177,32669,"Cairo, GA",RB
8223,0,0,0,Kyle,Tyo,Calgary Stampeders,6.05,225,33577,"Pickering, ON",OL
8227,0,1,0,Ray,Early,Saskatchewan Roughriders,5.11,220,33758,"Darlington, SC",OL
8229,0,0,0,William,Langlais,Calgary Stampeders,6.03,235,32986,"Hull, QC",OLB
8231,0,0,0,Patrick,Hall,NULL,6,185,33435,"Oxnard, California",OL
8233,0,0,0,Chris ,Ackie,Montreal Alouettes,6.02,205,33629,"Cambridge, ON",DB
8235,0,0,0,Damien,Thigpen,Calgary Stampeders,5.08,180,33428,"Gainsville, VA",DT
8241,0,0,0,Marte,Sears,NULL,6.05,220,33243,"Fresno, CA",OG
8243,0,0,0,Cody,Thornton,NULL,5.1,165,33956,"Chula Vista, CA",OL
8245,0,0,0,Rakeem,Cato,Montreal Alouettes,6,178,33691,"Miami, FL",OLB
8253,3,18,0,Tori,Gurley,Toronto Argonauts,6.04,230,32103,"Birmingham, Alabama",WR
8259,0,0,0,Darrin,Kitchens,Montreal Alouettes,6.02,229,33910,"Homestead, FL",OG
8303,1,6,0,Ray ,Holley,Hamilton Tigercats,5.09,200,33038,"Orange, California ",OL
8305,0,0,0,Jonathan,Langa,Hamilton Tigercats,5.11,214,42323,"Etobicoke, Ontario ",WR
8315,0,0,0,Byron,Archambault,Hamilton Tigercats,6,245,42265,"Montreal, Quebec",RB
8329,0,0,0,Jasper,Collins,Hamilton Tigercats,5.1,185,42336,"Geneva, NY ",OL
